prefix_1,prefix_2,prefix_3,stem,suffix_1,suffix_2,suffix_3,full_word
,,አስ,ገድል,ኧን,ባቸው,አል,አስገድልኧንባቸውአል
,,አስ,ገድል,ኧህ,ብኝ,አል,አስገድልኧህብኝአል
,,አስ,ገድል,ኧህ,ብን,አል,አስገድልኧህብንአል
,,አስ,ገድል,ኧህ,በት,አል,አስገድልኧህበትአል
,,አስ,ገድል,ኧህ,ባት,አል,አስገድልኧህባትአል
,,አስ,ገድል,ኧህ,ባቸው,አል,አስገድልኧህባቸውአል
,,አስ,ገድል,ኧሽ,ብኝ,አል,አስገድልኧሽብኝአል
,,አስ,ገድል,ኧሽ,ብን,አል,አስገድልኧሽብንአል
,,አስ,ገድል,ኧሽ,በት,አል,አስገድልኧሽበትአል
,,አስ,ገድል,ኧሽ,ባት,አል,አስገድልኧሽባትአል
,,አስ,ገድል,ኧሽ,ባቸው,አል,አስገድልኧሽባቸውአል
,,አስ,ገድል,አችሁ,ብኝ,አል,አስገድልአችሁብኝአል
,,አስ,ገድል,አችሁ,ብን,አል,አስገድልአችሁብንአል
,,አስ,ገድል,አችሁ,በት,አል,አስገድልአችሁበትአል
,,አስ,ገድል,አችሁ,ባት,አል,አስገድልአችሁባትአል
,,አስ,ገድል,አችሁ,ባቸው,አል,አስገድልአችሁባቸውአል
,,አስ,ገድል,ኦ,ብኝ,አል,አስገድልኦብኝአል
,,አስ,ገድል,ኦ,ብን,አል,አስገድልኦብንአል
,,አስ,ገድል,ኦ,ብህ,አል,አስገድልኦብህአል
,,አስ,ገድል,ኦ,ብሽ,አል,አስገድልኦብሽአል
,,አስ,ገድል,ኦ,ባችሁ,አል,አስገድልኦባችሁአል
,,አስ,ገድል,ኦ,በት,አል,አስገድልኦበትአል
,,አስ,ገድል,ኦ,ባት,አል,አስገድልኦባትአል
,,አስ,ገድል,ኦ,ባቸው,አል,አስገድልኦባቸውአል
,,አስ,ገድል,ኧው,ብኝ,አል,አስገድልኧውብኝአል
,,አስ,ገድል,ኧው,ብን,አል,አስገድልኧውብንአል
,,አስ,ገድል,ኧው,ብህ,አል,አስገድልኧውብህአል
,,አስ,ገድል,ኧው,ብሽ,አል,አስገድልኧውብሽአል
,,አስ,ገድል,ኧው,ባችሁ,አል,አስገድልኧውባችሁአል
,,አስ,ገድል,ኧው,በት,አል,አስገድልኧውበትአል
,,አስ,ገድል,ኧው,ባት,አል,አስገድልኧውባትአል
,,አስ,ገድል,ኧው,ባቸው,አል,አስገድልኧውባቸውአል
,,አስ,ገድል,አ,ብኝ,አለች,አስገድልአብኝአለች
,,አስ,ገድል,አ,ብን,አለች,አስገድልአብንአለች
,,አስ,ገድል,አ,ብህ,አለች,አስገድልአብህአለች
,,አስ,ገድል,አ,ብሽ,አለች,አስገድልአብሽአለች
,,አስ,ገድል,አ,ባችሁ,አለች,አስገድልአባችሁአለች
,,አስ,ገድል,አ,በት,አለች,አስገድልአበትአለች
,,አስ,ገድል,አ,ባት,አለች,አስገድልአባትአለች
,,አስ,ገድል,አ,ባቸው,አለች,አስገድልአባቸውአለች
,,ስ,ገድል,ህ,ም,,ስገድልህም
,,ስ,ገድል,ሽ,ም,,ስገድልሽም
,,ስ,ገድል,አችሁ,ም,,ስገድልአችሁም
,,ስ,ገድል,ኧው,ም,,ስገድልኧውም
,,ስ,ገድል,አት,ም,,ስገድልአትም
,,ስ,ገድል,አቸው,ም,,ስገድልአቸውም
,,ስን,ገድል,ህ,ም,,ስንገድልህም
,,ስን,ገድል,ሽ,ም,,ስንገድልሽም
,,ስን,ገድል,አችሁ,ም,,ስንገድልአችሁም
,,ስን,ገድል,ኧው,ም,,ስንገድልኧውም
,,ስን,ገድል,አት,ም,,ስንገድልአትም
,,ስን,ገድል,አቸው,ም,,ስንገድልአቸውም
,,ሳል,ገድል,ህ,ም,,ሳልገድልህም
,,ሳል,ገድል,ሽ,ም,,ሳልገድልሽም
,,ሳል,ገድል,አችሁ,ም,,ሳልገድልአችሁም
,,ሳል,ገድል,ኧው,ም,,ሳልገድልኧውም
,,ሳል,ገድል,አት,ም,,ሳልገድልአትም
,,ሳል,ገድል,አቸው,ም,,ሳልገድልአቸውም
,,ሳን,ገድል,ህ,ም,,ሳንገድልህም
,,ሳን,ገድል,ሽ,ም,,ሳንገድልሽም
,,ሳን,ገድል,አችሁ,ም,,ሳንገድልአችሁም
,,ሳን,ገድል,ኧው,ም,,ሳንገድልኧውም
,,ሳን,ገድል,አት,ም,,ሳንገድልአትም
,,ሳን,ገድል,አቸው,ም,,ሳንገድልአቸውም
,,ብ,ገድል,ህ,ም,,ብገድልህም
,,ብ,ገድል,ሽ,ም,,ብገድልሽም
,,ብ,ገድል,አችሁ,ም,,ብገድልአችሁም
,,ብ,ገድል,ኧው,ም,,ብገድልኧውም
,,ብ,ገድል,አት,ም,,ብገድልአትም
,,ብ,ገድል,አቸው,ም,,ብገድልአቸውም
,,ብን,ገድል,ህ,ም,,ብንገድልህም
,,ብን,ገድል,ሽ,ም,,ብንገድልሽም
,,ብን,ገድል,አችሁ,ም,,ብንገድልአችሁም
,,ብን,ገድል,ኧው,ም,,ብንገድልኧውም
,,ብን,ገድል,አት,ም,,ብንገድልአትም
,,ብን,ገድል,አቸው,ም,,ብንገድልአቸውም
,,ባል,ገድል,ህ,ም,,ባልገድልህም
,,ባል,ገድል,ሽ,ም,,ባልገድልሽም
,,ባል,ገድል,አችሁ,ም,,ባልገድልአችሁም
,,ባል,ገድል,ኧው,ም,,ባልገድልኧውም
,,ባል,ገድል,አት,ም,,ባልገድልአትም
,,ባል,ገድል,አቸው,ም,,ባልገድልአቸውም
,,ባን,ገድል,ህ,ም,,ባንገድልህም
,,ባን,ገድል,ሽ,ም,,ባንገድልሽም
,,ባን,ገድል,አችሁ,ም,,ባንገድልአችሁም
,,ባን,ገድል,ኧው,ም,,ባንገድልኧውም
,,ባን,ገድል,አት,ም,,ባንገድልአትም
,,ባን,ገድል,አቸው,ም,,ባንገድልአቸውም
,,ሲ,ገድል,ኧኝ,ም,,ሲገድልኧኝም
,,ሲ,ገድል,ኧን,ም,,ሲገድልኧንም
,,ሲ,ገድል,ህ,ም,,ሲገድልህም
,,ሲ,ገድል,ሽ,ም,,ሲገድልሽም
,,ሲ,ገድል,አችሁ,ም,,ሲገድልአችሁም
,,ሲ,ገድል,ኧው,ም,,ሲገድልኧውም
,,ሲ,ገድል,አት,ም,,ሲገድልአትም
,,ሲ,ገድል,አቸው,ም,,ሲገድልአቸውም
,,ስት,ገድል,ኧኝ,ም,,ስትገድልኧኝም
,,ስት,ገድል,ኧን,ም,,ስትገድልኧንም
,,ስት,ገድል,ህ,ም,,ስትገድልህም
,,ስት,ገድል,ሽ,ም,,ስትገድልሽም
,,ስት,ገድል,አችሁ,ም,,ስትገድልአችሁም
,,ስት,ገድል,ኧው,ም,,ስትገድልኧውም
,,ስት,ገድል,አት,ም,,ስትገድልአትም
,,ስት,ገድል,አቸው,ም,,ስትገድልአቸውም
,,ሳይ,ገድል,ኧኝ,ም,,ሳይገድልኧኝም
,,ሳይ,ገድል,ኧን,ም,,ሳይገድልኧንም
,,ሳይ,ገድል,ህ,ም,,ሳይገድልህም
,,ሳይ,ገድል,ሽ,ም,,ሳይገድልሽም
,,ሳይ,ገድል,አችሁ,ም,,ሳይገድልአችሁም
,,ሳይ,ገድል,ኧው,ም,,ሳይገድልኧውም
,,ሳይ,ገድል,አት,ም,,ሳይገድልአትም
,,ሳይ,ገድል,አቸው,ም,,ሳይገድልአቸውም
,,ሳት,ገድል,ኧኝ,ም,,ሳትገድልኧኝም
,,ሳት,ገድል,ኧን,ም,,ሳትገድልኧንም
,,ሳት,ገድል,ህ,ም,,ሳትገድልህም
,,ሳት,ገድል,ሽ,ም,,ሳትገድልሽም
,,ሳት,ገድል,አችሁ,ም,,ሳትገድልአችሁም
,,ሳት,ገድል,ኧው,ም,,ሳትገድልኧውም
,,ሳት,ገድል,አት,ም,,ሳትገድልአትም
,,ሳት,ገድል,አቸው,ም,,ሳትገድልአቸውም
,,ቢ,ገድል,ኧኝ,ም,,ቢገድልኧኝም
,,ቢ,ገድል,ኧን,ም,,ቢገድልኧንም
,,ቢ,ገድል,ህ,ም,,ቢገድልህም
,,ቢ,ገድል,ሽ,ም,,ቢገድልሽም
,,ቢ,ገድል,አችሁ,ም,,ቢገድልአችሁም
,,ቢ,ገድል,ኧው,ም,,ቢገድልኧውም
,,ቢ,ገድል,አት,ም,,ቢገድልአትም
,,ቢ,ገድል,አቸው,ም,,ቢገድልአቸውም
,,ብት,ገድል,ኧኝ,ም,,ብትገድልኧኝም
,,ብት,ገድል,ኧን,ም,,ብትገድልኧንም
,,ብት,ገድል,ህ,ም,,ብትገድልህም
,,ብት,ገድል,ሽ,ም,,ብትገድልሽም
,,ብት,ገድል,አችሁ,ም,,ብትገድልአችሁም
,,ብት,ገድል,ኧው,ም,,ብትገድልኧውም
,,ብት,ገድል,አት,ም,,ብትገድልአትም
,,ብት,ገድል,አቸው,ም,,ብትገድልአቸውም
,,ባይ,ገድል,ኧኝ,ም,,ባይገድልኧኝም
,,ባይ,ገድል,ኧን,ም,,ባይገድልኧንም
,,ባይ,ገድል,ህ,ም,,ባይገድልህም
,,ባይ,ገድል,ሽ,ም,,ባይገድልሽም
,,ባይ,ገድል,አችሁ,ም,,ባይገድልአችሁም
,,ባይ,ገድል,ኧው,ም,,ባይገድልኧውም
,,ባይ,ገድል,አት,ም,,ባይገድልአትም
,,ባይ,ገድል,አቸው,ም,,ባይገድልአቸውም
,,ባት,ገድል,ኧኝ,ም,,ባትገድልኧኝም
,,ባት,ገድል,ኧን,ም,,ባትገድልኧንም
,,ባት,ገድል,ህ,ም,,ባትገድልህም
,,ባት,ገድል,ሽ,ም,,ባትገድልሽም
,,ባት,ገድል,አችሁ,ም,,ባትገድልአችሁም
,,ባት,ገድል,ኧው,ም,,ባትገድልኧውም
,,ባት,ገድል,አት,ም,,ባትገድልአትም
,,ባት,ገድል,አቸው,ም,,ባትገድልአቸውም
,,ሲ,ገድል,ኡ,ህ,ም,ሲገድልኡህም
,,ሲ,ገድል,ኡ,ሽ,ም,ሲገድልኡሽም
,,ሲ,ገድል,ኡ,አችሁ,ም,ሲገድልኡአችሁም
,,ሳይ,ገድል,ኡ,ህ,ም,ሳይገድልኡህም
,,ሳይ,ገድል,ኡ,ሽ,ም,ሳይገድልኡሽም
,,ሳይ,ገድል,ኡ,አችሁ,ም,ሳይገድልኡአችሁም
,,ቢ,ገድል,ኡ,ህ,ም,ቢገድልኡህም
,,ቢ,ገድል,ኡ,ሽ,ም,ቢገድልኡሽም
,,ቢ,ገድል,ኡ,አችሁ,ም,ቢገድልኡአችሁም
,,ባይ,ገድል,ኡ,ህ,ም,ባይገድልኡህም
,,ባይ,ገድል,ኡ,ሽ,ም,ባይገድልኡሽም
,,ባይ,ገድል,ኡ,አችሁ,ም,ባይገድልኡአችሁም
,,ሲ,ገድል,ኡ,ኝ,ም,ሲገድልኡኝም
,,ሲ,ገድል,ኡ,ን,ም,ሲገድልኡንም
,,ሲ,ገድል,ኡ,ት,ም,ሲገድልኡትም
,,ሲ,ገድል,ኡ,አት,ም,ሲገድልኡአትም
,,ሲ,ገድል,ኡ,አቸው,ም,ሲገድልኡአቸውም
,,ስት,ገድል,ኡ,ኝ,ም,ስትገድልኡኝም
,,ስት,ገድል,ኡ,ን,ም,ስትገድልኡንም
,,ስት,ገድል,ኡ,ት,ም,ስትገድልኡትም
,,ስት,ገድል,ኡ,አት,ም,ስትገድልኡአትም
,,ስት,ገድል,ኡ,አቸው,ም,ስትገድልኡአቸውም
,,ሳይ,ገድል,ኡ,ኝ,ም,ሳይገድልኡኝም
,,ሳይ,ገድል,ኡ,ን,ም,ሳይገድልኡንም
,,ሳይ,ገድል,ኡ,ት,ም,ሳይገድልኡትም
,,ሳይ,ገድል,ኡ,አት,ም,ሳይገድልኡአትም
,,ሳይ,ገድል,ኡ,አቸው,ም,ሳይገድልኡአቸውም
,,ሳት,ገድል,ኡ,ኝ,ም,ሳትገድልኡኝም
,,ሳት,ገድል,ኡ,ን,ም,ሳትገድልኡንም
,,ሳት,ገድል,ኡ,ት,ም,ሳትገድልኡትም
,,ሳት,ገድል,ኡ,አት,ም,ሳትገድልኡአትም
,,ሳት,ገድል,ኡ,አቸው,ም,ሳትገድልኡአቸውም
,,ቢ,ገድል,ኡ,ኝ,ም,ቢገድልኡኝም
,,ቢ,ገድል,ኡ,ን,ም,ቢገድልኡንም
,,ቢ,ገድል,ኡ,ት,ም,ቢገድልኡትም
,,ቢ,ገድል,ኡ,አት,ም,ቢገድልኡአትም
,,ቢ,ገድል,ኡ,አቸው,ም,ቢገድልኡአቸውም
,,ባ,ገድል,ኡ,ኝ,ም,ባገድልኡኝም
,,ባ,ገድል,ኡ,ን,ም,ባገድልኡንም
,,ባ,ገድል,ኡ,ት,ም,ባገድልኡትም
,,ባ,ገድል,ኡ,አት,ም,ባገድልኡአትም
,,ባ,ገድል,ኡ,አቸው,ም,ባገድልኡአቸውም
,,ባት,ገድል,ኡ,ኝ,ም,ባትገድልኡኝም
,,ባት,ገድል,ኡ,ን,ም,ባትገድልኡንም
,,ባት,ገድል,ኡ,ት,ም,ባትገድልኡትም
,,ባት,ገድል,ኡ,አት,ም,ባትገድልኡአትም
,,ባት,ገድል,ኡ,አቸው,ም,ባትገድልኡአቸውም
,,ስት,ገድይ,ኝ,ም,,ስትገድይኝም
,,ስት,ገድይ,ን,ም,,ስትገድይንም
,,ስት,ገድይ,ው,ም,,ስትገድይውም
,,ስት,ገድይ,አት,ም,,ስትገድይአትም
,,ስት,ገድይ,አቸው,ም,,ስትገድይአቸውም
,,ሳት,ገድይ,ኝ,ም,,ሳትገድይኝም
,,ሳት,ገድይ,ን,ም,,ሳትገድይንም
,,ሳት,ገድይ,ው,ም,,ሳትገድይውም
,,ሳት,ገድይ,አት,ም,,ሳትገድይአትም
,,ሳት,ገድይ,አቸው,ም,,ሳትገድይአቸውም
,,ብት,ገድይ,ኝ,ም,,ብትገድይኝም
,,ብት,ገድይ,ን,ም,,ብትገድይንም
,,ብት,ገድይ,ው,ም,,ብትገድይውም
,,ብት,ገድይ,አት,ም,,ብትገድይአትም
,,ብት,ገድይ,አቸው,ም,,ብትገድይአቸውም
,,ባት,ገድይ,ኝ,ም,,ባትገድይኝም
,,ባት,ገድይ,ን,ም,,ባትገድይንም
,,ባት,ገድይ,ው,ም,,ባትገድይውም
,,ባት,ገድይ,አት,ም,,ባትገድይአትም
,,ባት,ገድይ,አቸው,ም,,ባትገድይአቸውም
,ስ,አስ,ገድል,ህ,ም,,ስአስገድልህም
,ስ,አስ,ገድል,ሽ,ም,,ስአስገድልሽም
,ስ,አስ,ገድል,አችሁ,ም,,ስአስገድልአችሁም
,ስ,አስ,ገድል,ኧው,ም,,ስአስገድልኧውም
,ስ,አስ,ገድል,አት,ም,,ስአስገድልአትም
,ስ,አስ,ገድል,አቸው,ም,,ስአስገድልአቸውም
,ስን,አስ,ገድል,ህ,ም,,ስንአስገድልህም
,ስን,አስ,ገድል,ሽ,ም,,ስንአስገድልሽም
,ስን,አስ,ገድል,አችሁ,ም,,ስንአስገድልአችሁም
,ስን,አስ,ገድል,ኧው,ም,,ስንአስገድልኧውም
,ስን,አስ,ገድል,አት,ም,,ስንአስገድልአትም
,ስን,አስ,ገድል,አቸው,ም,,ስንአስገድልአቸውም
,ሳል,አስ,ገድል,ህ,ም,,ሳልአስገድልህም
,ሳል,አስ,ገድል,ሽ,ም,,ሳልአስገድልሽም
,ሳል,አስ,ገድል,አችሁ,ም,,ሳልአስገድልአችሁም
,ሳል,አስ,ገድል,ኧው,ም,,ሳልአስገድልኧውም
,ሳል,አስ,ገድል,አት,ም,,ሳልአስገድልአትም
,ሳል,አስ,ገድል,አቸው,ም,,ሳልአስገድልአቸውም
,ሳን,አስ,ገድል,ህ,ም,,ሳንአስገድልህም
,ሳን,አስ,ገድል,ሽ,ም,,ሳንአስገድልሽም
,ሳን,አስ,ገድል,አችሁ,ም,,ሳንአስገድልአችሁም
,ሳን,አስ,ገድል,ኧው,ም,,ሳንአስገድልኧውም
,ሳን,አስ,ገድል,አት,ም,,ሳንአስገድልአትም
,ሳን,አስ,ገድል,አቸው,ም,,ሳንአስገድልአቸውም
,ብ,አስ,ገድል,ህ,ም,,ብአስገድልህም
,ብ,አስ,ገድል,ሽ,ም,,ብአስገድልሽም
,ብ,አስ,ገድል,አችሁ,ም,,ብአስገድልአችሁም
,ብ,አስ,ገድል,ኧው,ም,,ብአስገድልኧውም
,ብ,አስ,ገድል,አት,ም,,ብአስገድልአትም
,ብ,አስ,ገድል,አቸው,ም,,ብአስገድልአቸውም
,ብን,አስ,ገድል,ህ,ም,,ብንአስገድልህም
,ብን,አስ,ገድል,ሽ,ም,,ብንአስገድልሽም
,ብን,አስ,ገድል,አችሁ,ም,,ብንአስገድልአችሁም
,ብን,አስ,ገድል,ኧው,ም,,ብንአስገድልኧውም
,ብን,አስ,ገድል,አት,ም,,ብንአስገድልአትም
,ብን,አስ,ገድል,አቸው,ም,,ብንአስገድልአቸውም
,ባል,አስ,ገድል,ህ,ም,,ባልአስገድልህም
,ባል,አስ,ገድል,ሽ,ም,,ባልአስገድልሽም
,ባል,አስ,ገድል,አችሁ,ም,,ባልአስገድልአችሁም
,ባል,አስ,ገድል,ኧው,ም,,ባልአስገድልኧውም
,ባል,አስ,ገድል,አት,ም,,ባልአስገድልአትም
,ባል,አስ,ገድል,አቸው,ም,,ባልአስገድልአቸውም
,ባን,አስ,ገድል,ህ,ም,,ባንአስገድልህም
,ባን,አስ,ገድል,ሽ,ም,,ባንአስገድልሽም
,ባን,አስ,ገድል,አችሁ,ም,,ባንአስገድልአችሁም
,ባን,አስ,ገድል,ኧው,ም,,ባንአስገድልኧውም
,ባን,አስ,ገድል,አት,ም,,ባንአስገድልአትም
,ባን,አስ,ገድል,አቸው,ም,,ባንአስገድልአቸውም
,ሲ,አስ,ገድል,ኧኝ,ም,,ሲአስገድልኧኝም
,ሲ,አስ,ገድል,ኧን,ም,,ሲአስገድልኧንም
,ሲ,አስ,ገድል,ህ,ም,,ሲአስገድልህም
,ሲ,አስ,ገድል,ሽ,ም,,ሲአስገድልሽም
,ሲ,አስ,ገድል,አችሁ,ም,,ሲአስገድልአችሁም
,ሲ,አስ,ገድል,ኧው,ም,,ሲአስገድልኧውም
,ሲ,አስ,ገድል,አት,ም,,ሲአስገድልአትም
,ሲ,አስ,ገድል,አቸው,ም,,ሲአስገድልአቸውም
,ስት,አስ,ገድል,ኧኝ,ም,,ስትአስገድልኧኝም
,ስት,አስ,ገድል,ኧን,ም,,ስትአስገድልኧንም
,ስት,አስ,ገድል,ህ,ም,,ስትአስገድልህም
,ስት,አስ,ገድል,ሽ,ም,,ስትአስገድልሽም
,ስት,አስ,ገድል,አችሁ,ም,,ስትአስገድልአችሁም
,ስት,አስ,ገድል,ኧው,ም,,ስትአስገድልኧውም
,ስት,አስ,ገድል,አት,ም,,ስትአስገድልአትም
,ስት,አስ,ገድል,አቸው,ም,,ስትአስገድልአቸውም
,ሳይ,አስ,ገድል,ኧኝ,ም,,ሳይአስገድልኧኝም
,ሳይ,አስ,ገድል,ኧን,ም,,ሳይአስገድልኧንም
,ሳይ,አስ,ገድል,ህ,ም,,ሳይአስገድልህም
,ሳይ,አስ,ገድል,ሽ,ም,,ሳይአስገድልሽም
,ሳይ,አስ,ገድል,አችሁ,ም,,ሳይአስገድልአችሁም
,ሳይ,አስ,ገድል,ኧው,ም,,ሳይአስገድልኧውም
,ሳይ,አስ,ገድል,አት,ም,,ሳይአስገድልአትም
,ሳይ,አስ,ገድል,አቸው,ም,,ሳይአስገድልአቸውም
,ሳት,አስ,ገድል,ኧኝ,ም,,ሳትአስገድልኧኝም
,ሳት,አስ,ገድል,ኧን,ም,,ሳትአስገድልኧንም
,ሳት,አስ,ገድል,ህ,ም,,ሳትአስገድልህም
,ሳት,አስ,ገድል,ሽ,ም,,ሳትአስገድልሽም
,ሳት,አስ,ገድል,አችሁ,ም,,ሳትአስገድልአችሁም
,ሳት,አስ,ገድል,ኧው,ም,,ሳትአስገድልኧውም
,ሳት,አስ,ገድል,አት,ም,,ሳትአስገድልአትም
,ሳት,አስ,ገድል,አቸው,ም,,ሳትአስገድልአቸውም
,ቢ,አስ,ገድል,ኧኝ,ም,,ቢአስገድልኧኝም
,ቢ,አስ,ገድል,ኧን,ም,,ቢአስገድልኧንም
,ቢ,አስ,ገድል,ህ,ም,,ቢአስገድልህም
,ቢ,አስ,ገድል,ሽ,ም,,ቢአስገድልሽም
,ቢ,አስ,ገድል,አችሁ,ም,,ቢአስገድልአችሁም
,ቢ,አስ,ገድል,ኧው,ም,,ቢአስገድልኧውም
,ቢ,አስ,ገድል,አት,ም,,ቢአስገድልአትም
,ቢ,አስ,ገድል,አቸው,ም,,ቢአስገድልአቸውም
,ብት,አስ,ገድል,ኧኝ,ም,,ብትአስገድልኧኝም
,ብት,አስ,ገድል,ኧን,ም,,ብትአስገድልኧንም
,ብት,አስ,ገድል,ህ,ም,,ብትአስገድልህም
,ብት,አስ,ገድል,ሽ,ም,,ብትአስገድልሽም
,ብት,አስ,ገድል,አችሁ,ም,,ብትአስገድልአችሁም
,ብት,አስ,ገድል,ኧው,ም,,ብትአስገድልኧውም
,ብት,አስ,ገድል,አት,ም,,ብትአስገድልአትም
,ብት,አስ,ገድል,አቸው,ም,,ብትአስገድልአቸውም
,ባይ,አስ,ገድል,ኧኝ,ም,,ባይአስገድልኧኝም
,ባይ,አስ,ገድል,ኧን,ም,,ባይአስገድልኧንም
,ባይ,አስ,ገድል,ህ,ም,,ባይአስገድልህም
,ባይ,አስ,ገድል,ሽ,ም,,ባይአስገድልሽም
,ባይ,አስ,ገድል,አችሁ,ም,,ባይአስገድልአችሁም
,ባይ,አስ,ገድል,ኧው,ም,,ባይአስገድልኧውም
,ባይ,አስ,ገድል,አት,ም,,ባይአስገድልአትም
,ባይ,አስ,ገድል,አቸው,ም,,ባይአስገድልአቸውም
,ባት,አስ,ገድል,ኧኝ,ም,,ባትአስገድልኧኝም
,ባት,አስ,ገድል,ኧን,ም,,ባትአስገድልኧንም
,ባት,አስ,ገድል,ህ,ም,,ባትአስገድልህም
,ባት,አስ,ገድል,ሽ,ም,,ባትአስገድልሽም
,ባት,አስ,ገድል,አችሁ,ም,,ባትአስገድልአችሁም
,ባት,አስ,ገድል,ኧው,ም,,ባትአስገድልኧውም
,ባት,አስ,ገድል,አት,ም,,ባትአስገድልአትም
,ባት,አስ,ገድል,አቸው,ም,,ባትአስገድልአቸውም
,ሲ,አስ,ገድል,ኡ,ህ,ም,ሲአስገድልኡህም
,ሲ,አስ,ገድል,ኡ,ሽ,ም,ሲአስገድልኡሽም
,ሲ,አስ,ገድል,ኡ,አችሁ,ም,ሲአስገድልኡአችሁም
,ሳይ,አስ,ገድል,ኡ,ህ,ም,ሳይአስገድልኡህም
,ሳይ,አስ,ገድል,ኡ,ሽ,ም,ሳይአስገድልኡሽም
,ሳይ,አስ,ገድል,ኡ,አችሁ,ም,ሳይአስገድልኡአችሁም
,ቢ,አስ,ገድል,ኡ,ህ,ም,ቢአስገድልኡህም
,ቢ,አስ,ገድል,ኡ,ሽ,ም,ቢአስገድልኡሽም
,ቢ,አስ,ገድል,ኡ,አችሁ,ም,ቢአስገድልኡአችሁም
,ባይ,አስ,ገድል,ኡ,ህ,ም,ባይአስገድልኡህም
,ባይ,አስ,ገድል,ኡ,ሽ,ም,ባይአስገድልኡሽም
,ባይ,አስ,ገድል,ኡ,አችሁ,ም,ባይአስገድልኡአችሁም
,ሲ,አስ,ገድል,ኡ,ኝ,ም,ሲአስገድልኡኝም
,ሲ,አስ,ገድል,ኡ,ን,ም,ሲአስገድልኡንም
,ሲ,አስ,ገድል,ኡ,ት,ም,ሲአስገድልኡትም
,ሲ,አስ,ገድል,ኡ,አት,ም,ሲአስገድልኡአትም
,ሲ,አስ,ገድል,ኡ,አቸው,ም,ሲአስገድልኡአቸውም
,ስት,አስ,ገድል,ኡ,ኝ,ም,ስትአስገድልኡኝም
